cache_ratio,get_repeats,put_repeats,operation,get_prefill_put_total_ms_direct(mean),get_prefill_put_total_ms_server_client(mean),get_prefill_put_total_ms_delta_server_client_minus_direct,get_match_ms_direct(mean),get_match_ms_server_client(mean),get_match_ms_delta_server_client_minus_direct,get_launch_ms_direct(mean),get_launch_ms_server_client(mean),get_launch_ms_delta_server_client_minus_direct,get_wait_ms_direct(mean),get_wait_ms_server_client(mean),get_wait_ms_delta_server_client_minus_direct,get_total_ms_direct(mean),get_total_ms_server_client(mean),get_total_ms_delta_server_client_minus_direct,cache_hit_percent_direct(mean),cache_hit_percent_server_client(mean),cache_hit_percent_delta_server_client_minus_direct,get_effective_gbps_direct(mean),get_effective_gbps_server_client(mean),get_effective_gbps_delta_server_client_minus_direct,put_submit_ms_direct(mean),put_submit_ms_server_client(mean),put_submit_ms_delta_server_client_minus_direct,put_wait_ms_direct(mean),put_wait_ms_server_client(mean),put_wait_ms_delta_server_client_minus_direct,put_total_ms_direct(mean),put_total_ms_server_client(mean),put_total_ms_delta_server_client_minus_direct,put_effective_gbps_direct(mean),put_effective_gbps_server_client(mean),put_effective_gbps_delta_server_client_minus_direct
0.0,1,1,get,0.9287809953093529,2.0181589934509248,1.0893779981415719,0.26153399085160345,0.902952000615187,0.6414180097635835,0.04120000812690705,0.0848889903863892,0.043688982259482145,0.0470689992653206,0.5572280060732737,0.5101590068079531,0.3498029982438311,1.54506899707485,1.1952659988310188,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
0.0,1,1,put,,,,,,,,,,,,,,,,,,,,,,0.7855039875721559,0.3771819901885465,-0.4083219973836094,0.12164800136815757,1.706536000710912,1.5848879993427545,0.9071519889403135,2.0837179908994585,1.176566001959145,0.0,0.0,0.0
